name,sub_category,brand,unit_price,discount,discount_price,pix_discount,pix_price,code,link
Tintura Imedia Excellence Creme  N5.1 Castanho Claro Acinzentado,Coloração,L'Oréal Paris,"R$ 31,58",18%,"R$ 25,38",-20,"R$ 25,38",Cód: 52299,https://www.farmaponte.com.br/t-imedia-exc-cr-n51-cast-claro-acinzentado/p
Naridrin Alto Volume 9mg mL 30 envelopes + Frasco 240mL,Descongestionante Nasal,generico,"R$ 108,74",40%,"R$ 63,60",-42,"R$ 63,60",Cód: 1047600,https://www.farmaponte.com.br/naridrin-alto-volume-9mg-ml-30-envelopes-frasco-240ml/p
Nistatina + Óxido de Zinco - EMS 100mui + 200mg pomada bisnaga com 60g,Cicatrizante,EMS,"R$ 33,23",33%,"R$ 21,81",-34,"R$ 21,81",Cód: 696269,https://www.farmaponte.com.br/nistatina-oxido-de-zinco-ems-100000uig-200mgg-caixa-com-1-bisnaga-com-60g-de-pomada-de-uso-dermatologico/p
Lixa de Pe Concova Bellesa 1378,Pés,generico,,,"R$ 7,40",-12,"R$ 7,40",Cód: 1033896,https://www.farmaponte.com.br/zz-lixa-pe-concova-bellesa-1378/p
"Piranha Ricca P, quadrada",Acessórios Capilares,Ricca,"R$ 6,06",10%,"R$ 5,34",-12,"R$ 5,34",Cód: 1011746,https://www.farmaponte.com.br/piranha-peq-quadrada/p
Tintura Cor E Ton Mini Kit N8.1 Louro Cinza Claro,Coloração,Cor&Ton,"R$ 19,80",14%,"R$ 16,65",-16,"R$ 16,65",Cód: 1013308,https://www.farmaponte.com.br/tintura-cor-amp-ton-mini-no-81-louro-cinza-claro/p
"Traturil 5,631g 1 Envelope 8g",Antibiotico,Apsen,"R$ 67,20",18%,"R$ 53,80",-20,"R$ 53,80",Cód: 1034448,https://www.farmaponte.com.br/traturil-1env/p
CHUP T1 KUKA COLOR ORT DEC RS 2062,Chupeta,Kuka,"R$ 21,99",0%,"R$ 21,55",-2,"R$ 21,55",Cód: 1030391,https://www.farmaponte.com.br/chupeta-kuka-color-0-a-6-meses-decorada-rosa/p
Amino Vital Gold Drink Mix Tangerina 1 Envelope 6 Gramas,Suplementos,generico,"R$ 8,90",0%,"R$ 8,72",-2,"R$ 8,72",Cód: 1065542,https://www.farmaponte.com.br/amino-vital-gold-drink-mix-tangerina-1-envelope-6-gramas/p
Base Vult BB Sérum Fps 60 30ml - cor v160,Base,generico,"R$ 34,99",0%,"R$ 34,29",-2,"R$ 34,29",Cód: 1046732,https://www.farmaponte.com.br/base-vult-bb-serum-fps-60-30ml-cor-v160/p
"Limpeza Facial Garnier Uniform   Matte Vitamina C Antioleosidade, 120g",Rosto,Garnier,"R$ 32,30",0%,"R$ 31,65",-2,"R$ 31,65",Cód: 1039043,https://www.farmaponte.com.br/gel-de-limpeza-facial-garnier-skinactive-uniformampmatte-120g/p
Roupa Intima Tena Pants Noturna P M Com 24 Unidades,Fralda Adulta e Roupa Íntima,Tena,"R$ 136,83",12%,"R$ 117,34",-14,"R$ 117,34",Cód: 1046801,https://www.farmaponte.com.br/roupa-intima-tena-pants-noturna-p-m-com-24-unidades/p
Ed penelope charminho 1491,Escova Dental Infantil,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1018203,https://www.farmaponte.com.br/ed-penelope-charminho-1491/p
Roupa Íntima Tena Pants Noturna P M Leve 32 Pague 30,Fraldas,Tena,"R$ 167,57",13%,"R$ 143,69",-14,"R$ 143,69",Cód: 1063990,https://www.farmaponte.com.br/roupa-intima-tena-pants-noturna-p-m-leve-32-pague-30/p
Condicionador Pantene Pro-V Hidratacao 175Ml,Condicionador,Pantene Pro-V,"R$ 23,00",0%,"R$ 22,54",-2,"R$ 22,54",Cód: 1032592,https://www.farmaponte.com.br/condicionador-pantene-pro-v-hidratacao-175ml/p
"Cataflampro Emulgel 11,6Mg G, Caixa Com 1 Tubo Com 30G De Gel De Uso Dermatologico",Reumatismo,GSK,"R$ 30,92",10%,"R$ 27,15",-12,"R$ 27,15",Cód: 797747,https://www.farmaponte.com.br/cataflampro-emulgel-116mgg-caixa-com-1-tubo-com-30g-de-gel-de-uso-dermatologico/p
Shampoo Principia Anticaspa Intensivo AC-01 com 250ML,Shampoo,generico,"R$ 64,00",0%,"R$ 62,72",-2,"R$ 62,72",Cód: 1051251,https://www.farmaponte.com.br/shampoo-anticaspa-intensivo-ac-01-com-250ml-principia/p
Máscara Facial Detox  Beauty 4 Fun,Máscara Facial,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 7895389150568,https://www.farmaponte.com.br/mascara-facial-detox-beauty-4-fun/p
"Sabonete Protex Cuidado Intimo Delicate Care, Refil, Liquido, 140Ml",Sabonetes Líquidos,Protex,"R$ 9,90",0%,"R$ 9,70",-2,"R$ 9,70",Cód: 1034534,https://www.farmaponte.com.br/sabonete-protex-cuidado-intimo-delicate-care-refil-liquido-140ml/p
Gel Pós Sol Banana Boat Aloe Vera 230g,Protetor Solar,Banana Boat,"R$ 76,65",0%,"R$ 75,12",-2,"R$ 75,12",Cód: 1003422,https://www.farmaponte.com.br/pos-sol-banana-boat-aloe-230ml/p
Base Líquida Vult Nano HD Cor V230 - 26ml,Base,generico,"R$ 41,89",0%,"R$ 41,05",-2,"R$ 41,05",Cód: 1045973,https://www.farmaponte.com.br/base-liquida-vult-nano-hd-cor-v230-26ml/p
Cloridrato de Terbinafina 250mg com 14 Comprimidos Aché Biosintética Genérico,Antimicotico,Biosintética - Aché,"R$ 85,26",48%,"R$ 43,45",-49,"R$ 43,45",Cód: 1011271,https://www.farmaponte.com.br/cloridrato-de-terbinafina-biosintetica-250mg-caixa-com-14-comprimidos/p
"Allenasal 55Mcg 120Doses, Caixa Com 1 Frasco Spray Com 16,5 Ml De Suspensao De Uso Nasal",Descongestionante Nasal,Sanofi,,,"R$ 66,62",-10,"R$ 66,62",Cód: 1039071,https://www.farmaponte.com.br/allenasal-55mcg120doses-caixa-com-1-frasco-spray-com-165-ml-de-suspensao-de-uso-nasal/p
"Hidratante Labial Isakids Morango 3,5Gr",Protetor Labial,generico,"R$ 9,49",0%,"R$ 9,30",-2,"R$ 9,30",Cód: 1046608,https://www.farmaponte.com.br/hidr-labial-isakids-morango-35gr/p
Desodorante Creme Bisnaga Herbíssimo Linhaça E Coenzima Q10 55g,Desodorante em Creme,generico,"R$ 12,99",0%,"R$ 12,73",-2,"R$ 12,73",Cód: 1063411,https://www.farmaponte.com.br/desodorante-creme-bisnaga-herbissimo-linhaca-e-coenzima-q10-55g/p
Shampoo Anticaspa Medicasp 130Ml,Shampoo,Genomma Lab,,,"R$ 20,14",-2,"R$ 20,14",Cód: 1010331,https://www.farmaponte.com.br/shampoo-anticaspa-medicasp-130ml/p
Tamarine Caixa Com 20 Capsulas,Laxantes e Purgantes,Cosmed,"R$ 97,79",20%,"R$ 76,67",-22,"R$ 76,67",Cód: 34231,https://www.farmaponte.com.br/tamarine-caixa-com-20-capsulas/p
Gel para Limpeza Facial La Roche-Posay Effaclar Concentrado refil com 240g,Gel Facial,La Roche-Posay,,,"R$ 68,49",-2,"R$ 68,49",Cód: 1043726,https://www.farmaponte.com.br/gel-de-limpeza-effaclar-alta-tolerancia-240g-refil-1043726/p
Hidrabene Serum CC Cream  FPS75 40gr,Protetor Solar,generico,,,"R$ 48,99",-2,"R$ 48,99",Cód: 1045529,https://www.farmaponte.com.br/hidrabene-serum-cc-cream-fps75-40gr/p
Bronzeador Instantaneo 120ml Red Carpet Glow - Skelt,Bronzeadores,generico,"R$ 89,90",0%,"R$ 88,10",-2,"R$ 88,10",Cód: 1065026,https://www.farmaponte.com.br/bronzeador-instantaneo-120ml-red-carpet-glow-skelt/p
Espuma de Barbear Bozzano Hidratação 190g,Creme E Espuma De Barbear,Bozzano,"R$ 23,45",10%,"R$ 20,69",-12,"R$ 20,69",Cód: 803911,https://www.farmaponte.com.br/espuma-de-barbear-bozzano-hidratacao-190g/p
"Valsartana 160mg + Hidroclorotiazida 12,5mg 30 comprimidos Ache Genérico",Anti-hipertensivos,generico,"R$ 60,05",23%,"R$ 45,32",-25,"R$ 45,32",Cód: 1051573,https://www.farmaponte.com.br/valsartana-160mg-hidroclorotiazida-125mg-30-comprimidos-ache-generico/p
Esfoliante Asepxia Carvao Detox 120G,Esfoliante Facial,generico,"R$ 22,99",0%,"R$ 22,53",-2,"R$ 22,53",Cód: 1039459,https://www.farmaponte.com.br/esfoliante-asepxia-carvao-detox-120g/p
"Colpistatin 62,5mg + 25.000 UI Bisnaga 40g + 10 Aplicadores",Antibiotico,Aché,"R$ 59,32",18%,"R$ 47,67",-20,"R$ 47,67",Cód: 639,https://www.farmaponte.com.br/colpistatin-40gr-c-10-aplic/p
"Manteiga de Cacau Luxo com 3,3g Bravir",Protetor Labial,generico,,,"R$ 4,80",-12,"R$ 4,80",Cód: 1043835,https://www.farmaponte.com.br/zz-manteiga-de-cacau-luxo-com-33g-bravir/p
Dorflex Icy Hot Spray 118mL,Relaxante Muscular,Sanofi-Aventis(baixada),,,"R$ 48,60",-22,"R$ 48,60",Cód: 1013615,https://www.farmaponte.com.br/dorflex-icyhot-frasco-spray-com-118ml-de-solucao-de-uso-dermatologico/p
"Candicort 20Mg G + 0,64Mg G, Caixa Com 1 Bisnaga Com 30G De Creme De Uso Dermatologico",Corticóide Tópico,Aché,"R$ 46,35",14%,"R$ 39,06",-16,"R$ 39,06",Cód: 48356,https://www.farmaponte.com.br/candicort-20mgg-064mgg-caixa-com-1-bisnaga-com-30g-de-creme-de-uso-dermatologico/p
Óleo para o Corpo Pampers Girassol 110ml,Óleo Corporal,generico,"R$ 38,69",0%,"R$ 37,92",-2,"R$ 37,92",Cód: 1051285,https://www.farmaponte.com.br/oleo-para-o-corpo-pampers-girassol-110ml/p
Kit Niely Gold Água Termal e Flor de Hibisco Liso Pleno Shampoo 275mL + Condicionador 175mL,Kit Shampoo E Condicionador,Niely Gold,"R$ 20,97",12%,"R$ 18,07",-14,"R$ 18,07",Cód: 799769,https://www.farmaponte.com.br/kit-niely-gold-liso-prolongado-shampoo-com-300ml-condicionador-com-200ml/p
Máscara Safety N95 Branca,Máscara de Proteção,generico,,,"R$ 5,87",-12,"R$ 5,87",Cód: 1041888,https://www.farmaponte.com.br/mascara-facial-n95-unitaria-massar/p
Creme Facial Anti-Idade Nivea Noturno 100G,Hidrtatante Corporal,generico,"R$ 32,89",0%,"R$ 32,23",-2,"R$ 32,23",Cód: 1039742,https://www.farmaponte.com.br/creme-facial-anti-idade-nivea-noturno-100g/p
Desodorante Aerosol Giovanna Baby Gb Men Active 48H 150ML,Desodorante Aerosol,Giovanna Baby,"R$ 13,99",0%,"R$ 13,70",-2,"R$ 13,70",Cód: 1042976,https://www.farmaponte.com.br/desodorante-aerosol-giovanna-baby-gb-men-active-150ml/p
Colonia Thipos Masculina Theor 107 30 Ml,Colônias,generico,,,"R$ 29,30",-12,"R$ 29,30",Cód: 1037411,https://www.farmaponte.com.br/col-thipos-masc-theor-107-30ml/p
Tintura Garnier Nutrisse N10 Preto,Coloração,Nutrisse,"R$ 25,71",0%,"R$ 25,18",-2,"R$ 25,18",Cód: 84590,https://www.farmaponte.com.br/tintura-garnier-nutrisse-creme-no-10-onix/p
"Colírio Oflox 0,30  Allergan 5mL",Antibiotico,Allergan,"R$ 55,28",15%,"R$ 46,05",-17,"R$ 46,05",Cód: 21776,https://www.farmaponte.com.br/oflox-col-5ml/p
Máscara Facial  Antipoluição Beauty 4 Fun,Máscara Facial,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 7895389155556,https://www.farmaponte.com.br/mascara-facial-antipoluicao-beauty-4-fun/p
Escova de Dentes Infantil Mundo Bita 3D + 5 Anos 2325,Escova Dental Infantil,generico,"R$ 29,55",0%,"R$ 28,96",-2,"R$ 28,96",Cód: 1042918,https://www.farmaponte.com.br/escova-de-dentes-infantil-mundo-bita-3d-5-anos-2325/p
Fralda Geriatrica Tena Slip Noturna M Leve 24 Pague 22,Fraldas,Tena,,,"R$ 116,59",-14,"R$ 116,59",Cód: 1047247,https://www.farmaponte.com.br/fralda-geriatrica-tena-slip-noturna-m-leve-24-pague-22/p
Sérum Deo Hidratante Corporal Dove Pró - Retinol + Firmador Bisnaga 180mL,Hidrtatante Corporal,generico,"R$ 30,39",0%,"R$ 29,78",-2,"R$ 29,78",Cód: 1050960,https://www.farmaponte.com.br/serum-deo-hidratante-corporal-dove-pro-retinol-firmador-bisnaga-180ml/p
Sabonete Líquido Capim Limão Dia a Dia 190mL Labotrat,Sabonetes Líquidos,generico,"R$ 24,99",0%,"R$ 24,49",-2,"R$ 24,49",Cód: 1051070,https://www.farmaponte.com.br/sabonete-liquido-capim-limao-dia-a-dia-190ml-labotrat/p
Atrofem 400 Mg 2 Capsulas X24,Analgésico Antitérmico,Cosmed,"R$ 7,03",0%,"R$ 6,89",-2,"R$ 6,89",Cód: 1035618,https://www.farmaponte.com.br/atrofem-400mg-2caps-x24/p
Mamadeira MAM Easy Active Neutra 2+ 330mL,Mamadeira,generico,"R$ 67,99",0%,"R$ 66,63",-2,"R$ 66,63",Cód: 1044027,https://www.farmaponte.com.br/mamadeira-mam-easy-active-neutra-tm4-330ml/p
Protetor Solar Neostrata Minesol Rosto e Corpo Fps70 200ml,Protetor Solar,NeoStrata,,,"R$ 142,69",-2,"R$ 142,69",Cód: 1042215,https://www.farmaponte.com.br/protetor-solar-neostrata-minesol-rosto-e-corpo-fps70-200ml/p
"Absorvente Always Absorção Seca P, Com Abas, Lv 32 P 28",Protetor Diário,Always,"R$ 21,88",10%,"R$ 19,30",-12,"R$ 19,30",Cód: 1033139,https://www.farmaponte.com.br/absorvente-always-super-protecao-seca-com-abas-32-unidades/p
Xarope Vick Infantil 120Ml,Broncodilatador,P&G,"R$ 43,07",23%,"R$ 32,61",-24,"R$ 32,61",Cód: 1041023,https://www.farmaponte.com.br/xarope-vick-infantil-120ml/p
Aparelho de Pressão Digital de Pulso G-tech GP300 1 unidade,Medidor de Pressão,G-Tech,"R$ 143,17",10%,"R$ 126,27",-12,"R$ 126,27",Cód: 1037874,https://www.farmaponte.com.br/aparelho-de-pressao-digital-de-pulso-g-tech-gp300-1-unidade/p
Valsartana 320mg Neo Química 30 Comprimidos,Anti-hipertensivos,generico,,,"R$ 54,75",-39,"R$ 54,75",Cód: 1017212,https://www.farmaponte.com.br/valsartana-320mg-neo-quimica-30-comprimidos/p
Boston simplus 120ml,Lubrificante Ocular,generico,"R$ 94,96",10%,"R$ 83,75",-12,"R$ 83,75",Cód: 804255,https://www.farmaponte.com.br/boston-simplus-120ml/p
Amoxicilina 250mg SEM Suspensão,Antibiotico,EMS,"R$ 32,28",13%,"R$ 27,52",-15,"R$ 27,52",Cód: 100293,https://www.farmaponte.com.br/amoxicilina-250mg-susp-ems-g/p
"Mercilon 0,15Mg + 0,02Mg, Caixa Com 21 Comprimidos",Anticoncepcional,Organon,"R$ 65,51",20%,"R$ 51,36",-22,"R$ 51,36",Cód: 32212,https://www.farmaponte.com.br/mercilon-015mg-002mg-caixa-com-21-comprimidos/p
"Vecasten Melilotus Officinalis 26,7mg 30 comprimidos",Antivaricoso,Marjan Farma,"R$ 149,62",14%,"R$ 126,10",-16,"R$ 126,10",Cód: 1009612,https://www.farmaponte.com.br/vecasten-2670mg-caixa-com-30-comprimidos-revestidos/p
Valsartana 160mg + Hidroclorotiazida 25mg 30 comprimidos Ache Genérico,Anti-hipertensivos,generico,"R$ 61,42",33%,"R$ 40,33",-34,"R$ 40,33",Cód: 1051574,https://www.farmaponte.com.br/valsartana-160mg-hidroclorotiazida-25mg-30-comprimidos-ache-generico/p
"Creme Dental Colgate Sensitive Pro-Alivio Imediato Original, 1 Unidade Com 140G",Creme E Gel Dental,Colgate,"R$ 19,89",0%,"R$ 19,49",-2,"R$ 19,49",Cód: 1039915,https://www.farmaponte.com.br/creme-dental-colgate-sensitive-pro-alivio-imediato-original-1-unidade-com-140g/p
Pó Compacto Vult Tradicional V420,Pó Compacto,generico,"R$ 27,99",15%,"R$ 23,22",-17,"R$ 23,22",Cód: 1050001,https://www.farmaponte.com.br/po-compacto-vult-tradicional-v420/p
"Imunoflan Pelargonium Sidoides 307,39mg mL Xarope 120mL",Broncodilatador,Herbarium,,,"R$ 111,62",-14,"R$ 111,62",Cód: 1013619,https://www.farmaponte.com.br/imunoflan-30739mgml-frasco-com-120ml-de-solucao-de-uso-oral/p
Touca banho inf ref390,Acessórios Capilares,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1004775,https://www.farmaponte.com.br/touca-banho-inf-ref390/p
Kit 2 Mamadeiras Easy Start Set 130mL 260mL Rosa MAM,Mamadeira,generico,"R$ 167,69",0%,"R$ 164,34",-2,"R$ 164,34",Cód: 1044030,https://www.farmaponte.com.br/kit-mamadeira-mam-easy-start-rosa-130ml-mamadeira-mam-easy-start-rosa-260ml/p
Desodorante Aerosol Nivea Sem Perfume 150Ml,Desodorante Aerosol,generico,"R$ 18,80",0%,"R$ 18,42",-2,"R$ 18,42",Cód: 1005731,https://www.farmaponte.com.br/da-nivea-sem-perfume-150ml/p
"Clenil Hfa 200Mcg Dose, Caixa Com 1 Tubo Com 200 Doses De Suspensao De Uso Inalatorio + 1 Dispositivo Oral",Corticóide Anti-inflamatório,Chiesi,"R$ 81,81",12%,"R$ 70,55",-14,"R$ 70,55",Cód: 1016489,https://www.farmaponte.com.br/clenil-hfa-200mcgdose-caixa-com-1-tubo-com-200-doses-de-suspensao-de-uso-inalatorio-1-dispositivo-oral/p
Prendedor Chupeta Kuka 7261,Acessórios para Bebês,Kuka,"R$ 26,39",0%,"R$ 25,86",-2,"R$ 25,86",Cód: 1005116,https://www.farmaponte.com.br/prendedor-chup-kuka-7261/p
Creme para Assaduras Cetrilan com 120g,Pomada para Assadura,generico,"R$ 91,30",18%,"R$ 73,00",-20,"R$ 73,00",Cód: 1041091,https://www.farmaponte.com.br/creme-para-assaduras-cetrilan-com-120g/p
Lc bloq kids niv fps35 125m,Protetor Solar Infantil,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 87610,https://www.farmaponte.com.br/lc-bloq-kids-niv-fps35-125m/p
Creme Multifuncional Bebê Natureza Cachos e Cachinhos 230mL,Creme para Pentear,generico,"R$ 30,17",26%,"R$ 21,94",-27,"R$ 21,94",Cód: 1046332,https://www.farmaponte.com.br/creme-multifuncional-bebe-natureza-cachos-e-cachinhos-230ml/p
"Butter Bomb Gloss - Ruby Kisses Blushing 7,8ml",Batom,generico,"R$ 29,99",0%,"R$ 29,39",-2,"R$ 29,39",Cód: 1051809,https://www.farmaponte.com.br/butter-bomb-gloss-ruby-kisses-blushing-78ml/p
Aparelho de Barbear Prestobarba 3 Leve 4 Pague 3,Aparelhos De Barbear,Gillette Prestobarba,"R$ 26,93",10%,"R$ 23,76",-12,"R$ 23,76",Cód: 1035731,https://www.farmaponte.com.br/aparelho-de-barbear-gillette-prestobarba-ultragrip-3-leve-4-pague-3/p
Valsartana 160mg com 30 Comprimidos Revestidos Aché Biosintética Genérico,Anti-hipertensivos,Biosintética - Aché,"R$ 59,40",28%,"R$ 41,91",-29,"R$ 41,91",Cód: 1011292,https://www.farmaponte.com.br/valsartana-160mg-ache-caixa-com-30-comprimidos-revestidos/p
Kit Jacques Janine Repair Shampoo 450ml e Condicionador 440ml,Kit Shampoo E Condicionador,generico,"R$ 38,49",0%,"R$ 37,72",-2,"R$ 37,72",Cód: 1045737,https://www.farmaponte.com.br/kit-jacques-janine-repair-shampoo-450ml-e-condicionador-440ml/p
Tintura Cor E Ton Mini Kit N1.0 Preto Azulado,Coloração,Cor&Ton,"R$ 19,80",14%,"R$ 16,65",-16,"R$ 16,65",Cód: 1000675,https://www.farmaponte.com.br/tintura-cor-amp-ton-no-10-preto-azulado/p
Mam nat cl 1542 univ 250ml rosa,Mamadeira,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 805563,https://www.farmaponte.com.br/mam-nat-cl-1542-univ-250ml-rosa/p
Amoxicilina 400mg 5mL + Clavulanato de Potássio 57mg 5mL Suspensão Oral 70mL EMS Genérico,Antibiotico,Eurofarma,,,"R$ 43,95",-54,"R$ 43,95",Cód: 1012289,https://www.farmaponte.com.br/amoxicilinaclav-40057mg-70ml-susp-euro/p
NIVEA Creme Hidratante Lata 145g,Hidratante Corporal,generico,"R$ 42,90",0%,"R$ 42,04",-2,"R$ 42,04",Cód: 1044326,https://www.farmaponte.com.br/nivea-creme-hidratante-lata-145g/p
Ruby Kisses Skin Tint Base Fluida Efeito Natural Cor 130,Base,generico,"R$ 46,99",0%,"R$ 46,05",-2,"R$ 46,05",Cód: 1052239,https://www.farmaponte.com.br/ruby-kisses-skin-tint-base-fluida-efeito-natural-cor-130/p
Prendedor Chupeta Kuka 7265 Mix,Acessórios para Bebês,Kuka,"R$ 19,89",0%,"R$ 19,49",-2,"R$ 19,49",Cód: 1031989,https://www.farmaponte.com.br/prendedor-chup-kuka-7265-mix/p
Shampoo Principia Antiqueda com 250ML AQ-01,Shampoo,generico,"R$ 44,00",0%,"R$ 43,12",-2,"R$ 43,12",Cód: 1051252,https://www.farmaponte.com.br/shampoo-antiqueda-com-250ml-principia/p
"Gestrelan 0,15mg + 0,03mg com 21 comprimidos",Anticoncepcional,Biolab,"R$ 13,74",6%,"R$ 12,66",-8,"R$ 12,66",Cód: 1036992,https://www.farmaponte.com.br/gestrelan-015mg-003mg-caixa-com-21-comprimidos/p
Tintura Garnier Nutrisse N60 Aveia Louro Escuro,Coloração,Nutrisse,"R$ 25,71",0%,"R$ 25,18",-2,"R$ 25,18",Cód: 84522,https://www.farmaponte.com.br/tintura-garnier-nutrisse-creme-no-60-louro-escuro-aveia/p
Kit Pasta de Dente Sensodyne Kit Repair   Protect Para Dentes Sensíveis 2 unidades 100g cada,Creme E Gel Dental,generico,"R$ 35,60",10%,"R$ 31,40",-12,"R$ 31,40",Cód: 1048217,https://www.farmaponte.com.br/kit-pasta-de-dente-sensodyne-kit-repair-protect-para-dentes-sensiveis-2-unidades-100g-cada/p
Hidraplex tuti-frutti po 4env,Rehidratante,Natulab,"R$ 60,77",61%,"R$ 23,49",-61,"R$ 23,49",Cód: 1010295,https://www.farmaponte.com.br/hidraplex-tuti-frutti-po-4env/p
Cataflampro XT Emulgel 50g,Reumatismo,GSK,"R$ 65,99",0%,"R$ 64,67",-2,"R$ 64,67",Cód: 1029090,https://www.farmaponte.com.br/cataflampro-xt-emulgel-232mgg-caixa-com-1-tubo-com-50g-de-gel-de-uso-dermatologico/p
Glicerin Infantil EMS 6 Supositórios,Laxantes e Purgantes,EMS,,,"R$ 19,71",-24,"R$ 19,71",Cód: 50997,https://www.farmaponte.com.br/glicerin-0828g-caixa-com-6-supositorios/p
Creme Dental Oral B 1.2.3 Anti Carie 70Gr,Creme E Gel Dental,Oral-B,"R$ 3,29",0%,"R$ 3,22",-2,"R$ 3,22",Cód: 801741,https://www.farmaponte.com.br/cd-oral-b-123-menta-suave-70gr/p
BR NIVEA SUN PROT HIDRATA FPS 50 125ML,Bronzeadores,generico,"R$ 52,40",0%,"R$ 51,35",-2,"R$ 51,35",Cód: 800956,https://www.farmaponte.com.br/br-nivea-sun-prot-hidrata-fps-50-125ml/p
Polvilho Antisséptico Pink 100g,Antisséptico,Granado Pharmácias,"R$ 16,25",0%,"R$ 15,93",-2,"R$ 15,93",Cód: 803253,https://www.farmaponte.com.br/polvilho-antisseptico-granado-pink-100g/p
Etira 100mg + Seringa de Dosagem 100mL Ache,Psicotropico,Aché,"R$ 101,55",20%,"R$ 79,62",-22,"R$ 79,62",Cód: 1036662,https://www.farmaponte.com.br/etira-100mg-sol-oral-100mlser-dos/p
Pente Quadrado Bellesa Glitter 291,Escova de cabelos,generico,"R$ 6,99",0%,"R$ 6,85",-2,"R$ 6,85",Cód: 1032709,https://www.farmaponte.com.br/pente-quad-bellesa-glitter-291/p
Hidratante Facial Nivea Gel Fresh 100Gr,Hidrtatante Corporal,generico,"R$ 32,89",0%,"R$ 32,23",-2,"R$ 32,23",Cód: 1040170,https://www.farmaponte.com.br/hidratante-facial-nivea-gel-fresh-100gr/p
"Lola Cosmetics Liso, Leve and Solto - Máscara Condicionadora 230g",Tratamento Capilar,generico,"R$ 59,99",0%,"R$ 58,79",-2,"R$ 58,79",Cód: 1051940,https://www.farmaponte.com.br/lola-cosmetics-liso-leve-and-solto-mascara-condicionadora-230g/p
DaBelle Hair Resgata Fios Creme para Pentear 270mL,Creme para Pentear,generico,"R$ 16,79",0%,"R$ 16,45",-2,"R$ 16,45",Cód: 1047653,https://www.farmaponte.com.br/creme-de-pentear-dabelle-resgata-fios-270g/p
Cilios Postiços Kiss Ultra 3D,Acessórios de Maquiagem,I-Envy,,,"R$ 10,77",-2,"R$ 10,77",Cód: 1040651,https://www.farmaponte.com.br/cilios-posticos-kiss-ultra-3d/p
"Trol Par 37,5mg + 325mg, Com 10 Comprimidos",Psicotropico,Supera,,,"R$ 31,61",-18,"R$ 31,61",Cód: 1045553,https://www.farmaponte.com.br/trol-par-375mg-325mg-com-10-comprimidos/p
Chup kuka  plus ort n1az 2711,Chupeta,generico,,,"R$ 0,00",-100,"R$ 0,00",Cód: 1011463,https://www.farmaponte.com.br/chup-kuka-plus-ort-n1az-2711/p
"Gloss Labial Vult Glossy Lips 24 7 5,2ml - Incolor",Batom,generico,"R$ 34,99",0%,"R$ 34,29",-2,"R$ 34,29",Cód: 1048257,https://www.farmaponte.com.br/gloss-labial-vult-glossy-lips-24-7-52ml-incolor/p
Benatux Xarope Sabor Menta Frasco 120ml + Copo Medidor,Broncodilatador,Cifarma,,,"R$ 18,40",-15,"R$ 18,40",Cód: 1000852,https://www.farmaponte.com.br/benatux-xpe-120ml/p
Máscara Pigmentante Kamaleão Color Flamingo 100mL,Coloração,generico,"R$ 51,99",0%,"R$ 50,95",-2,"R$ 50,95",Cód: 1049422,https://www.farmaponte.com.br/mascara-pigmentante-kamaleao-color-flamingo-100ml/p
Sabonete Liquido Dermachem Pele Oleosa Ácido Salicílico 100ml,Sabonetes Líquidos,generico,"R$ 9,99",0%,"R$ 9,79",-2,"R$ 9,79",Cód: 1040669,https://www.farmaponte.com.br/sabonete-liquido-dermachem-pele-oleosa-acido-salicilico-100ml/p
Piranha De Cabelo Mini Preta Bellesa  899B,Acessórios para Cabelo,generico,"R$ 2,69",0%,"R$ 2,64",-2,"R$ 2,64",Cód: 1033886,https://www.farmaponte.com.br/piranha-bellessa-mini-pr-899b/p
Unhas Postiças Kiss Autoc Impress Pq Fbipd010 Rock It,Acessórios para a Saúde,generico,"R$ 39,99",13%,"R$ 34,29",-14,"R$ 34,29",Cód: 1052236,https://www.farmaponte.com.br/unhas-posticas-kiss-autoc-impress-pq-fbipd010-rock-it/p
